event_name,event_source,aws_region,identity_type,user_agent_category,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,event_time,identity_session_id,original_event_id,source_ip,user_name,identity_arn,is_threat,error_type
ListUsers,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,1,1,2,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-9059,2026-04-11T01:54:06Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002473,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
ListUsers,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,1,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-8509,2026-04-11T01:18:30Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-011253,194.26.29.112,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,2,1,2,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-seq-threat-0113,2026-04-12T02:15:39Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002664,198.51.100.24,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,10,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-6298,2026-04-07T10:02:41Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-005545,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,14,0,0,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-7290,2026-04-13T14:55:42Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003479,198.51.100.24,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
ListRoles,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,10,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-3726,2026-04-05T10:58:10Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-012167,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
ListRoles,iam.amazonaws.com,us-east-2,AssumedRole,SDK,0,0,10,0,1,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0218,2026-04-27T10:14:12Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-010177,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,eu-west-1,IAMUser,Console,0,0,14,0,2,0,1,1,1,synthetic,privilege_escalation_user_policy,syn-std-th-8740,2026-04-15T14:54:03Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-012136,185.220.101.5,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,12,0,1,0,1,0,0,synthetic,credential_activation_abuse,syn-std-th-8226,2026-04-25T12:04:07Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-013211,45.154.255.99,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
GetCallerIdentity,sts.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,15,0,0,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0155,2026-04-20T15:18:12Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-005538,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,CLI,0,0,15,0,3,1,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-7988,2026-04-22T15:18:21Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-001408,185.220.101.5,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-1,IAMUser,Console,0,0,11,0,1,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0170,2026-04-27T11:14:51Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-007777,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
DescribeInstances,ec2.amazonaws.com,us-east-2,AssumedRole,SDK,0,0,15,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-3599,2026-04-29T15:53:22Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-005316,45.154.255.99,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,23,1,0,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-2067,2026-05-01T23:05:20Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-005298,185.220.101.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
GetCallerIdentity,sts.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,12,0,0,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0243,2026-04-08T12:11:48Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-005344,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
GetCallerIdentity,sts.amazonaws.com,eu-west-1,AssumedRole,SDK,0,0,11,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-7577,2026-04-03T11:39:50Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002513,203.0.113.88,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,3,1,1,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-6158,2026-04-30T03:57:45Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-010286,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,18,0,1,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-9110,2026-04-23T18:46:31Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004110,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,9,0,0,1,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-7615,2026-04-18T09:05:24Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002777,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,0,1,2,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-1521,2026-04-02T00:46:25Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-010351,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
GetCallerIdentity,sts.amazonaws.com,us-east-2,AssumedRole,SDK,0,0,15,0,0,0,0,0,0,synthetic,discovery_reconnaissance,syn-seq-threat-0203,2026-04-21T15:17:05Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012882,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,1,1,1,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-7037,2026-04-05T01:32:08Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-008163,185.220.101.5,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,ap-southeast-1,IAMUser,CLI,0,0,16,0,0,0,1,0,1,synthetic,credential_activation_abuse,syn-std-th-4006,2026-04-12T16:47:45Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003957,104.244.76.13,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
DescribeInstances,ec2.amazonaws.com,us-east-1,IAMUser,Console,0,0,8,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-7453,2026-04-07T08:46:56Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-007069,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,1,1,0,0,1,1,0,synthetic,credential_activation_abuse,syn-std-th-1406,2026-04-07T01:03:22Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-009926,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,1,1,0,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-7628,2026-04-18T01:52:46Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-004178,185.220.101.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
ListUsers,iam.amazonaws.com,us-east-2,IAMUser,CLI,0,0,15,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-8593,2026-04-29T15:44:37Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-008955,203.0.113.88,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,4,1,0,0,1,1,1,synthetic,privilege_escalation_user_policy,syn-std-th-1879,2026-04-27T04:14:14Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-000173,104.244.76.13,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
DescribeInstances,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,21,1,3,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5920,2026-04-09T21:25:53Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-011257,203.0.113.88,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
ListRoles,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,22,1,1,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0018,2026-04-17T22:15:29Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000542,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,11,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5549,2026-04-22T11:53:13Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-010067,104.244.76.13,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,IAMUser,CLI,0,0,11,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-8035,2026-04-24T11:29:42Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-012577,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,8,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-1727,2026-04-04T08:48:15Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-007129,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutRolePolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,1,1,0,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-7561,2026-04-02T01:01:43Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002552,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,10,0,1,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-1975,2026-04-27T10:33:13Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-008374,198.51.100.24,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
GetObject,s3.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,4,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5265,2026-04-02T04:11:25Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002420,194.26.29.112,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-west-2,AssumedRole,CLI,0,0,14,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-3772,2026-04-05T14:21:09Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-003154,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,10,0,1,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-7029,2026-04-07T10:10:24Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-008176,45.154.255.99,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,3,1,0,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-8629,2026-04-07T03:59:37Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004248,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,9,0,1,1,1,0,0,synthetic,role_inline_policy_backdoor,syn-seq-threat-0144,2026-04-06T09:22:10Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-011349,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,13,0,0,0,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-7858,2026-04-24T13:27:57Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-012074,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,16,0,3,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-6701,2026-04-22T16:49:29Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000093,194.26.29.112,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-west-2,IAMUser,Console,0,0,8,0,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-7950,2026-04-16T08:57:24Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-006698,185.220.101.5,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,0,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-6886,2026-04-17T00:37:24Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-012492,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,22,1,1,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-1148,2026-04-20T22:42:14Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-001368,203.0.113.88,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
ListUsers,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,14,0,2,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0293,2026-04-08T14:19:19Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-005908,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,8,0,0,1,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-2476,2026-04-05T08:30:14Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-005916,198.51.100.24,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,2,1,0,0,1,1,1,synthetic,privilege_escalation_role_policy,syn-std-th-3245,2026-04-27T02:10:34Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-007180,194.26.29.112,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
GetObject,s3.amazonaws.com,eu-west-1,AssumedRole,SDK,0,0,12,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5023,2026-04-07T12:54:46Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-011197,185.220.101.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,16,0,1,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-9758,2026-04-10T16:43:58Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-000834,194.26.29.112,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
ListBuckets,s3.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,12,0,2,0,0,0,0,synthetic,permission_probing,syn-seq-threat-0054,2026-04-07T12:14:26Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-006634,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
DescribeInstances,ec2.amazonaws.com,us-east-1,IAMUser,Console,0,0,21,1,0,0,0,1,1,synthetic,cloud_intrusion_threat,syn-std-th-4862,2026-04-09T21:51:07Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-004445,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
ListRoles,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,18,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5116,2026-04-25T18:45:05Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012574,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,13,0,0,0,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-2162,2026-04-16T13:03:14Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002613,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,3,1,1,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-1890,2026-04-11T03:39:16Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000784,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachRolePolicy,iam.amazonaws.com,eu-west-1,AssumedRole,CLI,0,0,10,0,2,0,1,0,0,synthetic,privilege_escalation_role_policy,syn-std-th-8535,2026-04-16T10:59:26Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-010261,198.51.100.24,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
ListRoles,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,23,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-2442,2026-04-10T23:09:22Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-003505,45.154.255.99,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,ap-southeast-1,IAMUser,Console,0,0,11,0,0,0,1,0,0,synthetic,credential_activation_abuse,syn-std-th-5260,2026-04-08T11:53:17Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-008596,45.154.255.99,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,15,0,1,0,1,0,0,synthetic,role_inline_policy_backdoor,syn-std-th-6241,2026-04-13T15:51:21Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-003593,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
ListUsers,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,2,1,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-5125,2026-04-25T02:04:11Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-007862,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
CreateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,11,0,1,0,1,0,0,synthetic,rogue_credential_creation,syn-std-th-1644,2026-04-27T11:50:29Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-004827,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutRolePolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,18,0,0,1,1,1,1,synthetic,role_inline_policy_backdoor,syn-std-th-4209,2026-04-30T18:05:40Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-006815,45.154.255.99,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1,False_Negative
GetObject,s3.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,13,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-4352,2026-04-03T13:08:28Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-009415,198.51.100.24,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,16,0,0,0,1,0,0,synthetic,privilege_escalation_user_policy,syn-std-th-5959,2026-04-22T16:44:39Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-000689,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,9,0,1,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-7391,2026-05-01T09:11:13Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-013844,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,2,1,0,0,1,0,0,synthetic,inline_policy_injection,syn-std-th-6456,2026-04-23T02:17:40Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-008757,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,16,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-6192,2026-04-07T16:44:01Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-001195,194.26.29.112,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1,False_Negative
UpdateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,10,0,1,1,1,0,0,synthetic,credential_activation_abuse,syn-std-th-3456,2026-04-26T10:54:33Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-013914,194.26.29.112,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PassRole,iam.amazonaws.com,sa-east-1,AssumedRole,SDK,0,0,0,1,1,0,1,0,0,synthetic,pass_role_privilege_escalation,syn-std-th-8920,2026-04-13T00:25:33Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012848,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Console,0,0,10,0,0,0,1,0,0,synthetic,unauthorized_role_assumption,syn-std-th-1159,2026-04-21T10:27:32Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-006871,185.220.101.5,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1,False_Negative
GetObject,s3.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,10,0,0,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-2406,2026-04-28T10:42:52Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-009578,203.0.113.88,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
CreateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,1,1,3,0,1,0,0,synthetic,rogue_credential_creation,syn-seq-threat-0106,2026-04-29T01:22:03Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-001294,45.154.255.99,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,18,0,0,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-8214,2026-04-28T18:41:34Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004598,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1,False_Negative
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Console,0,0,0,1,2,0,1,0,1,synthetic,unauthorized_role_assumption,syn-std-th-3417,2026-04-11T00:24:17Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-011104,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1,False_Negative
AttachUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,13,0,0,0,1,1,0,synthetic,privilege_escalation_user_policy,syn-std-th-4152,2026-04-06T13:49:52Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-009361,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1,False_Negative
