event_name,event_source,aws_region,identity_type,user_agent_category,is_new_ip_for_identity,is_new_region_for_identity,event_hour,is_off_hours,call_frequency_10m,target_user_is_different,is_privilege_action,error_status,mfa_authenticated,data_source,attack_type,scenario_id,event_time,identity_session_id,original_event_id,source_ip,user_name,identity_arn,is_threat
ListBuckets,s3.amazonaws.com,ap-southeast-1,AssumedRole,CLI,0,0,16,0,1,0,0,0,0,synthetic,none,syn-std-bg-8345,2026-04-12T16:49:10Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-001227,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
GetCallerIdentity,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,16,0,1,0,0,0,0,synthetic,none,syn-std-bg-1049,2026-04-12T16:49:22Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-013142,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
CreateAccessKey,iam.amazonaws.com,us-west-2,AssumedRole,Script_Tool,0,0,16,0,2,1,1,0,0,synthetic,rogue_credential_creation,syn-std-th-2767,2026-04-12T16:49:27Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-001759,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
GetCallerIdentity,sts.amazonaws.com,us-west-2,IAMUser,SDK,0,0,16,0,0,0,0,1,1,synthetic,none,syn-std-bg-1379,2026-04-12T16:53:37Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-002507,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,16,0,1,0,1,1,0,synthetic,credential_activation_abuse,syn-std-th-6358,2026-04-12T16:58:33Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002790,185.220.101.5,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
PutRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,16,0,1,0,1,0,0,synthetic,none,syn-std-bg-3987,2026-04-12T16:59:45Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-004687,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PutUserPolicy,iam.amazonaws.com,sa-east-1,IAMUser,CLI,0,0,17,0,0,0,1,0,1,synthetic,none,syn-std-bg-7652,2026-04-12T17:01:35Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-002048,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
DescribeSecurityGroups,ec2.amazonaws.com,us-west-2,IAMUser,SDK,0,0,17,0,1,0,0,1,1,synthetic,none,syn-std-bg-1567,2026-04-12T17:04:58Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-001202,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,CLI,1,0,17,0,2,0,1,0,0,synthetic,none,syn-std-bg-9875,2026-04-12T17:06:20Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-011381,172.16.29.232,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
DescribeInstances,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,17,0,0,0,0,0,0,synthetic,none,syn-seq-benign-0203,2026-04-12T17:06:52Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-008357,172.16.14.27,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,17,0,1,0,1,0,0,synthetic,none,syn-std-bg-7124,2026-04-12T17:07:35Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-003195,172.16.8.127,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
DescribeInstances,ec2.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,17,0,0,0,0,0,0,synthetic,none,syn-seq-benign-0169,2026-04-12T17:12:28Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000680,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
ListUsers,iam.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,17,0,2,0,0,1,0,synthetic,none,syn-seq-benign-0203,2026-04-12T17:12:34Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-004951,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,17,0,0,0,1,0,1,synthetic,none,syn-std-bg-3315,2026-04-12T17:14:27Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-009744,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,17,0,3,0,1,0,0,synthetic,none,syn-seq-benign-0203,2026-04-12T17:15:16Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-007074,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
UpdateAccessKey,iam.amazonaws.com,ap-southeast-1,IAMUser,Script_Tool,0,0,17,0,1,1,1,0,0,synthetic,credential_activation_abuse,syn-std-th-6789,2026-04-12T17:16:49Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-003865,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
UpdateAccessKey,iam.amazonaws.com,us-west-2,IAMUser,Console,0,0,17,0,2,0,1,0,1,synthetic,none,syn-std-bg-7354,2026-04-12T17:16:52Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-000647,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
DescribeSecurityGroups,ec2.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,17,0,1,0,0,0,0,synthetic,none,syn-seq-benign-0169,2026-04-12T17:17:52Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-009861,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PutRolePolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,17,0,2,1,1,1,0,synthetic,none,syn-seq-benign-0169,2026-04-12T17:20:36Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-007197,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,Script_Tool,0,0,17,0,0,0,1,1,0,synthetic,credential_activation_abuse,syn-std-th-5711,2026-04-12T17:21:36Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-007525,194.26.29.112,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1
ListUsers,iam.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,17,0,1,0,0,0,0,synthetic,none,syn-std-bg-3500,2026-04-12T17:21:41Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-013527,172.16.33.107,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
PutRolePolicy,iam.amazonaws.com,sa-east-1,AssumedRole,CLI,0,0,17,0,2,0,1,1,0,synthetic,role_inline_policy_backdoor,syn-std-th-7085,2026-04-12T17:22:34Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004615,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
GetCallerIdentity,sts.amazonaws.com,eu-west-1,AssumedRole,Other,0,0,17,0,2,0,0,1,1,synthetic,cloud_intrusion_threat,syn-std-th-5867,2026-04-12T17:22:46Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-004281,198.51.100.24,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,1
PassRole,iam.amazonaws.com,us-west-2,IAMUser,Console,0,0,17,0,0,0,1,0,1,synthetic,none,syn-std-bg-7035,2026-04-12T17:28:05Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-009446,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PassRole,iam.amazonaws.com,us-east-1,IAMUser,CLI,0,0,17,0,0,1,1,0,1,synthetic,none,syn-std-bg-3910,2026-04-12T17:34:46Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-013113,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,Script_Tool,0,0,17,0,0,1,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-5828,2026-04-12T17:38:18Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-003494,203.0.113.88,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,CLI,0,0,17,0,1,0,1,0,1,synthetic,none,syn-std-bg-6841,2026-04-12T17:39:42Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-011876,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
CreateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,17,0,0,0,1,0,0,synthetic,none,syn-std-bg-5180,2026-04-12T17:40:07Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-010371,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
PutUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,17,0,1,0,1,0,0,synthetic,none,syn-std-bg-7456,2026-04-12T17:40:37Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-012139,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
ListUsers,iam.amazonaws.com,us-west-2,IAMUser,CLI,1,0,17,0,2,0,0,0,1,synthetic,none,syn-std-bg-4243,2026-04-12T17:43:04Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-013039,172.16.17.129,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AssumeRole,sts.amazonaws.com,us-west-2,AssumedRole,SDK,0,0,17,0,0,0,1,0,0,synthetic,none,syn-std-bg-6678,2026-04-12T17:49:07Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-002357,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
PutUserPolicy,iam.amazonaws.com,eu-west-1,IAMUser,Script_Tool,0,0,17,0,0,0,1,1,0,synthetic,inline_policy_injection,syn-std-th-3906,2026-04-12T17:51:07Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-001180,198.51.100.24,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
PutUserPolicy,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,17,0,0,1,1,0,0,synthetic,inline_policy_injection,syn-std-th-2514,2026-04-12T17:51:33Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-013205,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
PassRole,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,17,0,1,0,1,0,0,synthetic,none,syn-std-bg-3087,2026-04-12T17:52:01Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-007859,192.168.1.88,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,0
ListBuckets,s3.amazonaws.com,us-west-2,IAMUser,CLI,0,0,17,0,0,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-3296,2026-04-12T17:54:58Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-006038,198.51.100.24,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
AssumeRole,sts.amazonaws.com,us-east-2,AssumedRole,CLI,1,0,18,0,1,0,1,0,0,synthetic,none,syn-std-bg-6850,2026-04-12T18:00:13Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-005388,172.16.47.97,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
UpdateAccessKey,iam.amazonaws.com,ap-southeast-1,AssumedRole,CLI,0,0,18,0,2,1,1,0,0,synthetic,none,syn-std-bg-2593,2026-04-12T18:00:56Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002478,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
CreateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,18,0,0,0,1,0,1,synthetic,none,syn-std-bg-9301,2026-04-12T18:10:23Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-012606,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
ListUsers,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,18,0,0,0,0,1,0,synthetic,none,syn-std-bg-9517,2026-04-12T18:15:06Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000324,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PassRole,iam.amazonaws.com,us-east-2,AssumedRole,CLI,1,0,18,0,0,0,1,1,0,synthetic,none,syn-std-bg-2957,2026-04-12T18:26:56Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-001152,172.16.13.63,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PutUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,18,0,0,1,1,1,0,synthetic,inline_policy_injection,syn-std-th-1148,2026-04-12T18:30:31Z,arn:aws:iam::123456789012:user/bob_contractor,syn-evt-002855,185.220.101.5,bob_contractor,arn:aws:iam::123456789012:user/bob_contractor,1
UpdateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,18,0,0,1,1,0,1,synthetic,credential_activation_abuse,syn-std-th-9527,2026-04-12T18:35:04Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-001592,104.244.76.13,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
AttachRolePolicy,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,18,0,0,0,1,0,0,synthetic,none,syn-std-bg-9840,2026-04-12T18:38:01Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-013698,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AssumeRole,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,18,0,0,0,1,0,0,synthetic,none,syn-std-bg-5509,2026-04-12T18:40:07Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-009816,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
GetObject,s3.amazonaws.com,us-east-2,AssumedRole,Script_Tool,0,0,18,0,1,0,0,0,0,synthetic,cloud_intrusion_threat,syn-std-th-7441,2026-04-12T18:40:10Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-010633,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
PassRole,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,18,0,1,0,1,1,1,synthetic,none,syn-std-bg-3886,2026-04-12T18:46:52Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003030,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,18,0,1,0,1,0,0,synthetic,none,syn-std-bg-3468,2026-04-12T18:49:41Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-003097,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
CreateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,CLI,0,0,18,0,1,0,1,0,1,synthetic,none,syn-std-bg-7752,2026-04-12T18:50:29Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-011908,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
AttachRolePolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,1,0,18,0,0,0,1,0,1,synthetic,none,syn-std-bg-7949,2026-04-12T18:53:03Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-004790,172.16.22.59,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,18,0,0,0,1,0,0,synthetic,none,syn-std-bg-4700,2026-04-12T18:54:37Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-000937,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
ListUsers,iam.amazonaws.com,us-east-1,AssumedRole,CLI,1,0,18,0,0,0,0,0,0,synthetic,none,syn-std-bg-7259,2026-04-12T18:59:01Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-011314,172.16.15.158,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
UpdateAccessKey,iam.amazonaws.com,us-east-1,IAMUser,CLI,1,0,19,0,0,0,1,0,0,synthetic,none,syn-std-bg-1761,2026-04-12T19:02:25Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-008752,172.16.25.161,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,19,0,0,0,1,0,0,synthetic,none,syn-std-bg-1603,2026-04-12T19:02:26Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-002503,10.10.15.22,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
GetCallerIdentity,sts.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,19,0,1,0,0,0,0,synthetic,none,syn-std-bg-8978,2026-04-12T19:04:12Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-000058,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,19,0,0,0,1,0,0,synthetic,none,syn-std-bg-1703,2026-04-12T19:13:11Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-003727,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
PutUserPolicy,iam.amazonaws.com,us-east-1,IAMUser,Console,0,0,19,0,0,0,1,0,1,synthetic,none,syn-std-bg-7987,2026-04-12T19:21:09Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-013923,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
PutRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,1,0,19,0,0,0,1,0,0,synthetic,none,syn-std-bg-7655,2026-04-12T19:23:43Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-008074,172.16.18.183,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
CreateAccessKey,iam.amazonaws.com,us-east-1,AssumedRole,CLI,0,0,19,0,0,0,1,0,0,synthetic,none,syn-std-bg-5038,2026-04-12T19:25:36Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-000066,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
DescribeSecurityGroups,ec2.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,19,0,1,0,0,0,0,synthetic,none,syn-std-bg-1413,2026-04-12T19:26:02Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-007549,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
AttachRolePolicy,iam.amazonaws.com,ap-southeast-1,AssumedRole,CLI,0,0,19,0,0,0,1,1,0,synthetic,none,syn-std-bg-1498,2026-04-12T19:38:48Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-012980,10.100.4.12,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
DescribeInstances,ec2.amazonaws.com,us-east-1,IAMUser,CLI,0,0,19,0,0,0,0,0,1,synthetic,none,syn-std-bg-3452,2026-04-12T19:41:44Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-011252,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
CreateAccessKey,iam.amazonaws.com,eu-west-1,IAMUser,CLI,0,0,19,0,1,1,1,0,1,synthetic,none,syn-std-bg-9858,2026-04-12T19:42:35Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-008498,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
ListBuckets,s3.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,19,0,1,0,0,0,0,synthetic,none,syn-std-bg-4028,2026-04-12T19:47:55Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-002231,192.168.10.40,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
ListUsers,iam.amazonaws.com,us-west-2,IAMUser,CLI,0,0,19,0,1,0,0,0,1,synthetic,none,syn-std-bg-9709,2026-04-12T19:52:33Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-011963,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PassRole,iam.amazonaws.com,us-east-1,IAMUser,CLI,0,0,20,0,0,1,1,0,1,synthetic,none,syn-std-bg-4283,2026-04-12T20:18:21Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-000077,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
UpdateAccessKey,iam.amazonaws.com,eu-west-1,IAMUser,CLI,0,0,20,0,1,0,1,0,1,synthetic,none,syn-std-bg-6995,2026-04-12T20:21:01Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003258,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
GetObject,s3.amazonaws.com,us-east-1,IAMUser,SDK,0,0,20,0,0,0,0,0,1,synthetic,none,syn-std-bg-3533,2026-04-12T20:41:32Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-013735,192.168.1.51,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,0
ListUsers,iam.amazonaws.com,us-west-2,IAMUser,CLI,1,0,20,0,0,0,0,0,0,synthetic,none,syn-std-bg-6540,2026-04-12T20:43:13Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-006295,172.16.5.147,carol_secops,arn:aws:iam::123456789012:user/carol_secops,0
PassRole,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,20,0,0,0,1,0,0,synthetic,none,syn-std-bg-5780,2026-04-12T20:46:28Z,arn:aws:iam::123456789012:role/AppBackendServiceRole,syn-evt-012186,10.10.15.23,AppBackendServiceRole,arn:aws:iam::123456789012:role/AppBackendServiceRole,0
GetObject,s3.amazonaws.com,ap-southeast-1,AssumedRole,Script_Tool,0,0,21,1,0,0,0,1,0,synthetic,cloud_intrusion_threat,syn-std-th-7009,2026-04-12T21:00:38Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-004531,198.51.100.24,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
UpdateAccessKey,iam.amazonaws.com,sa-east-1,IAMUser,Script_Tool,0,0,21,1,0,1,1,1,0,synthetic,credential_activation_abuse,syn-std-th-6649,2026-04-12T21:15:48Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-003043,10.50.2.11,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
AttachRolePolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,21,1,0,1,1,1,0,synthetic,privilege_escalation_role_policy,syn-std-th-4813,2026-04-12T21:17:37Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-004835,45.154.255.99,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,1
DescribeInstances,ec2.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,21,1,1,0,0,0,0,synthetic,none,syn-seq-benign-0279,2026-04-12T21:23:21Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-005904,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
ListBuckets,s3.amazonaws.com,ap-southeast-1,AssumedRole,SDK,0,0,21,1,2,0,0,0,0,synthetic,none,syn-seq-benign-0279,2026-04-12T21:26:33Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-003357,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,21,1,2,0,1,0,0,synthetic,none,syn-seq-benign-0279,2026-04-12T21:30:07Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-006745,10.200.1.5,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
PutUserPolicy,iam.amazonaws.com,us-east-1,AssumedRole,SDK,0,0,21,1,3,0,1,0,0,synthetic,none,syn-std-bg-2501,2026-04-12T21:30:44Z,arn:aws:iam::123456789012:role/JenkinsCICDRunner,syn-evt-012329,10.200.1.6,JenkinsCICDRunner,arn:aws:iam::123456789012:role/JenkinsCICDRunner,0
PassRole,iam.amazonaws.com,us-east-2,AssumedRole,SDK,1,0,21,1,0,0,1,0,0,synthetic,none,syn-std-bg-2319,2026-04-12T21:33:31Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-001280,172.16.28.10,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,0
AssumeRole,sts.amazonaws.com,us-east-1,IAMUser,Script_Tool,0,0,21,1,0,0,1,1,0,synthetic,unauthorized_role_assumption,syn-std-th-3951,2026-04-12T21:47:43Z,arn:aws:iam::123456789012:user/alice_lead_dev,syn-evt-001873,192.168.1.50,alice_lead_dev,arn:aws:iam::123456789012:user/alice_lead_dev,1
CreateAccessKey,iam.amazonaws.com,us-east-2,AssumedRole,CLI,0,0,21,1,0,1,1,0,0,synthetic,rogue_credential_creation,syn-std-th-6692,2026-04-12T21:48:46Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-010155,104.244.76.13,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
PassRole,iam.amazonaws.com,us-east-2,AssumedRole,SDK,0,0,21,1,1,1,1,1,0,synthetic,pass_role_privilege_escalation,syn-std-th-8140,2026-04-12T21:53:46Z,arn:aws:iam::123456789012:role/DevOpsAdminRole,syn-evt-010560,10.100.4.15,DevOpsAdminRole,arn:aws:iam::123456789012:role/DevOpsAdminRole,1
CreateAccessKey,iam.amazonaws.com,sa-east-1,IAMUser,Script_Tool,0,0,22,1,0,1,1,1,0,synthetic,rogue_credential_creation,syn-std-th-9032,2026-04-12T22:01:27Z,arn:aws:iam::123456789012:user/carol_secops,syn-evt-006595,10.50.2.10,carol_secops,arn:aws:iam::123456789012:user/carol_secops,1
